,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-08-31,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00643K,2021-08-31,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
2,00707R,2021-08-31,--,--,--,--,0,0,0,期元大S&P日圓反1,exchange,abnormal_format
3,00774C,2021-08-31,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
4,020002,2021-08-31,--,--,--,--,0,0,0,元富新中國N,exchange,abnormal_format
5,020003,2021-08-31,----,----,----,----,0,0,0,統一漲升股利150N,otc,abnormal_format
6,020004,2021-08-31,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
7,020006,2021-08-31,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
8,020007,2021-08-31,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
9,020009,2021-08-31,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
10,020010,2021-08-31,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
11,020011,2021-08-31,--,--,--,--,0,0,0,統一微波高息20N,exchange,abnormal_format
12,020012,2021-08-31,--,--,--,--,0,0,0,富邦行動通訊N,exchange,abnormal_format
13,020013,2021-08-31,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
14,020014,2021-08-31,----,----,----,----,0,0,0,元大富櫃200N,otc,abnormal_format
15,020015,2021-08-31,--,--,--,--,0,0,0,統一MSCI美低波N,exchange,abnormal_format
16,02001R,2021-08-31,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
17,020024,2021-08-31,----,----,----,----,0,0,0,兆豐富櫃200N,otc,abnormal_format
18,02003L,2021-08-31,----,----,----,----,0,0,0,永豐富櫃200正2N,otc,abnormal_format
19,1538,2021-08-31,--,--,--,--,522,2,5146,正峰,exchange,abnormal_format
20,1591,2021-08-31,----,----,----,----,0,0,0,駿吉-KY,otc,abnormal_format
21,1796,2021-08-31,----,----,----,----,0,0,0,金穎生技,otc,abnormal_format
22,2321,2021-08-31,--,--,--,--,0,0,0,東訊,exchange,abnormal_format
23,3064,2021-08-31,----,----,----,----,0,0,0,泰偉,otc,abnormal_format
24,3086,2021-08-31,----,----,----,----,0,0,0,華義,otc,abnormal_format
25,3130,2021-08-31,--,--,--,--,582,31,100456,一零四,exchange,abnormal_format
26,3629,2021-08-31,----,----,----,----,0,0,0,地心引力,otc,abnormal_format
27,4183,2021-08-31,----,----,----,----,0,0,0,福永生技,otc,abnormal_format
28,4568,2021-08-31,----,----,----,----,0,0,0,科際精密,otc,abnormal_format
29,4995,2021-08-31,----,----,----,----,0,0,0,晶達,otc,abnormal_format
30,5205,2021-08-31,----,----,----,----,0,0,0,中茂,otc,abnormal_format
31,5310,2021-08-31,----,----,----,----,0,0,0,天剛,otc,abnormal_format
32,5364,2021-08-31,----,----,----,----,0,0,0,力麗店,otc,abnormal_format
33,5703,2021-08-31,----,----,----,----,0,0,0,亞都,otc,abnormal_format
34,6212,2021-08-31,----,----,----,----,0,0,0,理銘,otc,abnormal_format
35,6417,2021-08-31,----,----,----,----,0,0,0,韋僑,otc,abnormal_format
36,6482,2021-08-31,----,----,----,----,0,0,0,弘煜科,otc,abnormal_format
37,6530,2021-08-31,----,----,----,----,0,0,0,創威,otc,abnormal_format
38,8906,2021-08-31,----,----,----,----,0,0,0,花王,otc,abnormal_format
39,8921,2021-08-31,----,----,----,----,0,0,0,沈氏,otc,abnormal_format
40,8923,2021-08-31,----,----,----,----,0,0,0,時報,otc,abnormal_format
